# tb_imm_gen vectors -- generated by tools/gen_imm_vectors.py (seed 20260906)
# idx  inst      sel  expected  source
 1484  800fedef  4    ffffe000  jal x27, -8192
 1485  802fe26f  4    ffffe002  jal x4, -8190
 1486  efbfe66f  4    ffffeefa  jal x12, -4358
 1487  ffffef6f  4    ffffeffe  jal x30, -4098
 1488  800ff16f  4    fffff000  jal x2, -4096
 1489  802ffd6f  4    fffff002  jal x26, -4094
 1490  ffeffdef  4    fffff7fe  jal x27, -2050
 1491  801ff8ef  4    fffff800  jal x17, -2048
 1492  803ff5ef  4    fffff802  jal x11, -2046
 1493  bffff56f  4    fffffbfe  jal x10, -1026
 1494  c01ffc6f  4    fffffc00  jal x24, -1024
 1495  c03ffeef  4    fffffc02  jal x29, -1022
 1496  dffff4ef  4    fffffdfe  jal x9, -514
 1497  e01ff06f  4    fffffe00  jal x0, -512
 1498  e03ff2ef  4    fffffe02  jal x5, -510
 1499  effff86f  4    fffffefe  jal x16, -258
 1500  f01ff56f  4    ffffff00  jal x10, -256
 1501  f03ff4ef  4    ffffff02  jal x9, -254
 1502  f7fff76f  4    ffffff7e  jal x14, -130
 1503  f81ff56f  4    ffffff80  jal x10, -128
 1504  f83ff1ef  4    ffffff82  jal x3, -126
 1505  fbfff46f  4    ffffffbe  jal x8, -66
 1506  fc1ff3ef  4    ffffffc0  jal x7, -64
 1507  fc3ff8ef  4    ffffffc2  jal x17, -62
 1508  fdfffc6f  4    ffffffde  jal x24, -34
 1509  fe1ff56f  4    ffffffe0  jal x10, -32
 1510  fe3ff76f  4    ffffffe2  jal x14, -30
 1511  fefffe6f  4    ffffffee  jal x28, -18
 1512  ff1ff9ef  4    fffffff0  jal x19, -16
 1513  ff3ffe6f  4    fffffff2  jal x28, -14
 1514  ff7ff96f  4    fffffff6  jal x18, -10
 1515  ff9ffd6f  4    fffffff8  jal x26, -8
 1516  ffbfff6f  4    fffffffa  jal x30, -6
 1517  ffdff2ef  4    fffffffc  jal x5, -4
 1518  fffff2ef  4    fffffffe  jal x5, -2
 1519  000000ef  4    00000000  jal x1, 0
 1520  00200c6f  4    00000002  jal x24, 2
 1521  004007ef  4    00000004  jal x15, 4
 1522  00600bef  4    00000006  jal x23, 6
 1523  0080026f  4    00000008  jal x4, 8
 1524  00a0076f  4    0000000a  jal x14, 10
 1525  00e00c6f  4    0000000e  jal x24, 14
 1526  0100056f  4    00000010  jal x10, 16
 1527  01200b6f  4    00000012  jal x22, 18
 1528  01e00b6f  4    0000001e  jal x22, 30
 1529  0200016f  4    00000020  jal x2, 32
 1530  022008ef  4    00000022  jal x17, 34
 1531  03e00d6f  4    0000003e  jal x26, 62
 1532  0400086f  4    00000040  jal x16, 64
 1533  04200eef  4    00000042  jal x29, 66
 1534  07e0076f  4    0000007e  jal x14, 126
 1535  080003ef  4    00000080  jal x7, 128
 1536  08200f6f  4    00000082  jal x30, 130
 1537  0fe0056f  4    000000fe  jal x10, 254
 1538  10000b6f  4    00000100  jal x22, 256
 1539  102008ef  4    00000102  jal x17, 258
 1540  1fe00d6f  4    000001fe  jal x26, 510
 1541  200002ef  4    00000200  jal x5, 512
 1542  20200a6f  4    00000202  jal x20, 514
 1543  314005ef  4    00000314  jal x11, 788
 1544  3fe00e6f  4    000003fe  jal x28, 1022
 1545  4000026f  4    00000400  jal x4, 1024
 1546  402006ef  4    00000402  jal x13, 1026
 1547  7fe005ef  4    000007fe  jal x11, 2046
 1548  00100fef  4    00000800  jal x31, 2048
 1549  0030076f  4    00000802  jal x14, 2050
 1550  7ff0036f  4    00000ffe  jal x6, 4094
 1551  000011ef  4    00001000  jal x3, 4096
 1552  0020116f  4    00001002  jal x2, 4098
 1553  001014ef  4    00001800  jal x9, 6144
 1554  26d01c6f  4    00001a6c  jal x24, 6764
 1555  7ff01f6f  4    00001ffe  jal x30, 8190
 1556  00002a6f  4    00002000  jal x20, 8192
 1557  00202e6f  4    00002002  jal x28, 8194
 1558  000033ef  4    00003000  jal x7, 12288
 1559  7ff0386f  4    00003ffe  jal x16, 16382
 1560  00004d6f  4    00004000  jal x26, 16384
 1561  0020486f  4    00004002  jal x16, 16386
 1562  7ff077ef  4    00007ffe  jal x15, 32766
 1563  0000836f  4    00008000  jal x6, 32768
 1564  0020896f  4    00008002  jal x18, 32770
 1565  7860826f  4    00008786  jal x4, 34694
 1566  1140b96f  4    0000b114  jal x18, 45332
 1567  4840f96f  4    0000f484  jal x18, 62596
 1568  3cf0f86f  4    0000fbce  jal x16, 64462
 1569  7ff0faef  4    0000fffe  jal x21, 65534
 1570  000105ef  4    00010000  jal x11, 65536
 1571  002106ef  4    00010002  jal x13, 65538
 1572  58413aef  4    00013584  jal x21, 79236
 1573  5a2133ef  4    000135a2  jal x7, 79266
 1574  025198ef  4    00019824  jal x17, 104484
 1575  40f1adef  4    0001ac0e  jal x27, 109582
 1576  6941e36f  4    0001e694  jal x6, 124564
 1577  0001fd6f  4    0001f000  jal x26, 126976
 1578  14a1f86f  4    0001f14a  jal x16, 127306
 1579  7ff1f56f  4    0001fffe  jal x10, 131070
 1580  000205ef  4    00020000  jal x11, 131072
 1581  0022056f  4    00020002  jal x10, 131074
 1582  189239ef  4    00023988  jal x19, 145800
 1583  2c5246ef  4    00024ac4  jal x13, 150212
 1584  08a251ef  4    0002508a  jal x3, 151690
 1585  18a277ef  4    0002718a  jal x15, 160138
 1586  2b52796f  4    00027ab4  jal x18, 162484
 1587  0af29c6f  4    000298ae  jal x24, 170158
 1588  2302b66f  4    0002b230  jal x12, 176688
 1589  2562dc6f  4    0002d256  jal x24, 184918
 1590  7332deef  4    0002df32  jal x29, 188210
 1591  4832e0ef  4    0002ec82  jal x1, 191618
 1592  5b931def  4    00031db8  jal x27, 204216
 1593  4fc325ef  4    000324fc  jal x11, 206076
 1594  5323406f  4    00034532  jal x0, 214322
 1595  09734f6f  4    00034896  jal x30, 215190
 1596  16d34b6f  4    0003496c  jal x22, 215404
 1597  3b134f6f  4    00034bb0  jal x30, 215984
 1598  5cd3b0ef  4    0003bdcc  jal x1, 245196
 1599  4143c3ef  4    0003c414  jal x7, 246804
 1600  0b93d8ef  4    0003d8b8  jal x17, 252088
 1601  4563e56f  4    0003e456  jal x10, 255062
 1602  07d3e5ef  4    0003e87c  jal x11, 256124
 1603  7ff3f06f  4    0003fffe  jal x0, 262142
 1604  000406ef  4    00040000  jal x13, 262144
 1605  002408ef  4    00040002  jal x17, 262146
 1606  15e42def  4    0004215e  jal x27, 270686
 1607  0e6448ef  4    000440e6  jal x17, 278758
 1608  46244aef  4    00044462  jal x21, 279650
 1609  52d4656f  4    00046d2c  jal x10, 290092
 1610  3c5476ef  4    00047bc4  jal x13, 293828
 1611  59f48eef  4    00048d9e  jal x29, 298398
 1612  1aa4976f  4    000491aa  jal x14, 299434
 1613  01749d6f  4    00049816  jal x26, 301078
 1614  6764a36f  4    0004a676  jal x6, 304758
 1615  15e4ba6f  4    0004b15e  jal x20, 307550
 1616  0f8541ef  4    000540f8  jal x3, 344312
 1617  1c95eeef  4    0005e9c8  jal x29, 387528
 1618  2ae5f1ef  4    0005f2ae  jal x3, 389806
 1619  4dd69cef  4    00069cdc  jal x25, 433372
 1620  7da6ddef  4    0006d7da  jal x27, 448474
 1621  1bd71b6f  4    000719bc  jal x22, 465340
 1622  4c7723ef  4    00072cc6  jal x7, 470214
 1623  410752ef  4    00075410  jal x5, 480272
 1624  0807b76f  4    0007b080  jal x14, 503936
 1625  79c7bcef  4    0007b79c  jal x25, 505756
 1626  4e17b6ef  4    0007bce0  jal x13, 507104
 1627  12e7c06f  4    0007c12e  jal x0, 508206
 1628  52f7d9ef  4    0007dd2e  jal x19, 515374
 1629  7ff7f1ef  4    0007fffe  jal x3, 524286
 1630  000806ef  4    00080000  jal x13, 524288
 1631  002805ef  4    00080002  jal x11, 524290
 1632  09180f6f  4    00080890  jal x30, 526480
 1633  10e82cef  4    0008210e  jal x25, 532750
 1634  37882f6f  4    00082378  jal x30, 533368
 1635  47c87fef  4    0008747c  jal x31, 554108
 1636  46b8d9ef  4    0008dc6a  jal x19, 580714
 1637  3719056f  4    00090b70  jal x10, 592752
 1638  2aa9106f  4    000912aa  jal x0, 594602
 1639  0df92f6f  4    000928de  jal x30, 600286
 1640  119944ef  4    00094918  jal x9, 608536
 1641  3359646f  4    00096b34  jal x8, 617268
 1642  38c9766f  4    0009738c  jal x12, 619404
 1643  62598cef  4    00098e24  jal x25, 626212
 1644  4949ccef  4    0009c494  jal x25, 640148
 1645  3119e86f  4    0009eb10  jal x16, 650000
 1646  7e9a23ef  4    000a2fe8  jal x7, 667624
 1647  5eea3d6f  4    000a35ee  jal x26, 669166
 1648  4bfa6bef  4    000a6cbe  jal x23, 683198
 1649  346a966f  4    000a9346  jal x12, 693062
 1650  326ad66f  4    000ad326  jal x12, 709414
 1651  438af5ef  4    000af438  jal x11, 717880
 1652  642b16ef  4    000b1642  jal x13, 726594
 1653  5f1b1f6f  4    000b1df0  jal x30, 728560
 1654  6e5b666f  4    000b6ee4  jal x12, 749284
 1655  1b2b85ef  4    000b81b2  jal x11, 754098
 1656  266bbdef  4    000bb266  jal x27, 766566
 1657  583bc76f  4    000bcd82  jal x14, 773506
 1658  154bf8ef  4    000bf154  jal x17, 782676
 1659  0bac0b6f  4    000c00ba  jal x22, 786618
 1660  148c21ef  4    000c2148  jal x3, 794952
 1661  616c736f  4    000c7616  jal x6, 816662
 1662  765c82ef  4    000c8f64  jal x5, 823140
 1663  48cc9f6f  4    000c948c  jal x30, 824460
 1664  56aca86f  4    000ca56a  jal x16, 828778
 1665  21ecc2ef  4    000cc21e  jal x5, 836126
 1666  528d05ef  4    000d0528  jal x11, 853288
 1667  44bd18ef  4    000d1c4a  jal x17, 859210
 1668  20ed706f  4    000d720e  jal x0, 881166
 1669  4eddb7ef  4    000dbcec  jal x15, 900332
 1670  68cdce6f  4    000dc68c  jal x28, 902796
 1671  484dda6f  4    000dd484  jal x20, 906372
 1672  1cadeb6f  4    000de1ca  jal x22, 909770
 1673  643df0ef  4    000dfe42  jal x1, 917058
 1674  283e1d6f  4    000e1a82  jal x26, 924290
 1675  17be2eef  4    000e297a  jal x29, 928122
 1676  071e9aef  4    000e9870  jal x21, 956528
 1677  1c5e946f  4    000e99c4  jal x8, 956868
 1678  7a2eadef  4    000ea7a2  jal x27, 960418
 1679  1c5ead6f  4    000ea9c4  jal x26, 960964
 1680  53ff116f  4    000f1d3e  jal x2, 990526
 1681  0aef336f  4    000f30ae  jal x6, 995502
 1682  3f3f336f  4    000f3bf2  jal x6, 998386
 1683  54ef6a6f  4    000f654e  jal x20, 1008974
 1684  028f7d6f  4    000f7028  jal x26, 1011752
 1685  2dcf77ef  4    000f72dc  jal x15, 1012444
 1686  08af8f6f  4    000f808a  jal x30, 1015946
 1687  288fc56f  4    000fc288  jal x10, 1032840
 1688  000ffcef  4    000ff000  jal x25, 1044480
 1689  7ffff06f  4    000ffffe  jal x0, 1048574
 1690  30005c73  5    00000000  csrrwi x24, 0x300, 0
 1691  304069f3  5    00000000  csrrsi x19, 0x304, 0
 1692  30507773  5    00000000  csrrci x14, 0x305, 0
 1693  3410e4f3  5    00000001  csrrsi x9, 0x341, 1
 1694  3420f173  5    00000001  csrrci x2, 0x342, 1
 1695  0000d6f3  5    00000001  csrrwi x13, 0x000, 1
 1696  7ff179f3  5    00000002  csrrci x19, 0x7ff, 2
 1697  c0015473  5    00000002  csrrwi x8, 0xc00, 2
 1698  12316273  5    00000002  csrrsi x4, 0x123, 2
 1699  3001d373  5    00000003  csrrwi x6, 0x300, 3
 1700  3041ecf3  5    00000003  csrrsi x25, 0x304, 3
 1701  3051f5f3  5    00000003  csrrci x11, 0x305, 3
 1702  34126cf3  5    00000004  csrrsi x25, 0x341, 4
 1703  34227f73  5    00000004  csrrci x30, 0x342, 4
 1704  000252f3  5    00000004  csrrwi x5, 0x000, 4
 1705  7ff2f073  5    00000005  csrrci x0, 0x7ff, 5
 1706  c002d0f3  5    00000005  csrrwi x1, 0xc00, 5
 1707  1232e573  5    00000005  csrrsi x10, 0x123, 5
 1708  30035e73  5    00000006  csrrwi x28, 0x300, 6
 1709  30436f73  5    00000006  csrrsi x30, 0x304, 6
 1710  30537b73  5    00000006  csrrci x22, 0x305, 6
 1711  3413e1f3  5    00000007  csrrsi x3, 0x341, 7
 1712  3423fff3  5    00000007  csrrci x31, 0x342, 7
 1713  0003d6f3  5    00000007  csrrwi x13, 0x000, 7
 1714  7ff47973  5    00000008  csrrci x18, 0x7ff, 8
 1715  c0045273  5    00000008  csrrwi x4, 0xc00, 8
 1716  12346873  5    00000008  csrrsi x16, 0x123, 8
 1717  3004daf3  5    00000009  csrrwi x21, 0x300, 9
 1718  3044ea73  5    00000009  csrrsi x20, 0x304, 9
 1719  3054f4f3  5    00000009  csrrci x9, 0x305, 9
 1720  341565f3  5    0000000a  csrrsi x11, 0x341, 10
 1721  34257f73  5    0000000a  csrrci x30, 0x342, 10
 1722  00055973  5    0000000a  csrrwi x18, 0x000, 10
 1723  7ff5f1f3  5    0000000b  csrrci x3, 0x7ff, 11
 1724  c005dcf3  5    0000000b  csrrwi x25, 0xc00, 11
 1725  1235e8f3  5    0000000b  csrrsi x17, 0x123, 11
 1726  300654f3  5    0000000c  csrrwi x9, 0x300, 12
 1727  30466173  5    0000000c  csrrsi x2, 0x304, 12
 1728  305679f3  5    0000000c  csrrci x19, 0x305, 12
 1729  3416ecf3  5    0000000d  csrrsi x25, 0x341, 13
 1730  3426fff3  5    0000000d  csrrci x31, 0x342, 13
 1731  0006d773  5    0000000d  csrrwi x14, 0x000, 13
 1732  7ff77bf3  5    0000000e  csrrci x23, 0x7ff, 14
 1733  c0075df3  5    0000000e  csrrwi x27, 0xc00, 14
 1734  12376b73  5    0000000e  csrrsi x22, 0x123, 14
 1735  3007d773  5    0000000f  csrrwi x14, 0x300, 15
 1736  3047e573  5    0000000f  csrrsi x10, 0x304, 15
 1737  3057f8f3  5    0000000f  csrrci x17, 0x305, 15
 1738  341863f3  5    00000010  csrrsi x7, 0x341, 16
 1739  34287473  5    00000010  csrrci x8, 0x342, 16
 1740  000851f3  5    00000010  csrrwi x3, 0x000, 16
 1741  7ff8fb73  5    00000011  csrrci x22, 0x7ff, 17
 1742  c008d073  5    00000011  csrrwi x0, 0xc00, 17
 1743  1238e9f3  5    00000011  csrrsi x19, 0x123, 17
 1744  30095bf3  5    00000012  csrrwi x23, 0x300, 18
 1745  30496ef3  5    00000012  csrrsi x29, 0x304, 18
 1746  30597973  5    00000012  csrrci x18, 0x305, 18
 1747  3419e573  5    00000013  csrrsi x10, 0x341, 19
 1748  3429f173  5    00000013  csrrci x2, 0x342, 19
 1749  0009d073  5    00000013  csrrwi x0, 0x000, 19
 1750  7ffa70f3  5    00000014  csrrci x1, 0x7ff, 20
 1751  c00a51f3  5    00000014  csrrwi x3, 0xc00, 20
 1752  123a68f3  5    00000014  csrrsi x17, 0x123, 20
 1753  300ad3f3  5    00000015  csrrwi x7, 0x300, 21
 1754  304ae0f3  5    00000015  csrrsi x1, 0x304, 21
 1755  305afef3  5    00000015  csrrci x29, 0x305, 21
 1756  341b6473  5    00000016  csrrsi x8, 0x341, 22
 1757  342b7af3  5    00000016  csrrci x21, 0x342, 22
 1758  000b5c73  5    00000016  csrrwi x24, 0x000, 22
 1759  7ffbfdf3  5    00000017  csrrci x27, 0x7ff, 23
 1760  c00bd873  5    00000017  csrrwi x16, 0xc00, 23
 1761  123bef73  5    00000017  csrrsi x30, 0x123, 23
 1762  300c55f3  5    00000018  csrrwi x11, 0x300, 24
 1763  304c67f3  5    00000018  csrrsi x15, 0x304, 24
 1764  305c7873  5    00000018  csrrci x16, 0x305, 24
 1765  341ceaf3  5    00000019  csrrsi x21, 0x341, 25
 1766  342cf7f3  5    00000019  csrrci x15, 0x342, 25
 1767  000cdff3  5    00000019  csrrwi x31, 0x000, 25
 1768  7ffd7573  5    0000001a  csrrci x10, 0x7ff, 26
 1769  c00d5873  5    0000001a  csrrwi x16, 0xc00, 26
 1770  123d64f3  5    0000001a  csrrsi x9, 0x123, 26
 1771  300dd3f3  5    0000001b  csrrwi x7, 0x300, 27
 1772  304de4f3  5    0000001b  csrrsi x9, 0x304, 27
 1773  305dfcf3  5    0000001b  csrrci x25, 0x305, 27
 1774  341e6df3  5    0000001c  csrrsi x27, 0x341, 28
 1775  342e71f3  5    0000001c  csrrci x3, 0x342, 28
 1776  000e52f3  5    0000001c  csrrwi x5, 0x000, 28
 1777  7ffefc73  5    0000001d  csrrci x24, 0x7ff, 29
 1778  c00ed5f3  5    0000001d  csrrwi x11, 0xc00, 29
 1779  123ee373  5    0000001d  csrrsi x6, 0x123, 29
 1780  300f58f3  5    0000001e  csrrwi x17, 0x300, 30
 1781  304f6a73  5    0000001e  csrrsi x20, 0x304, 30
 1782  305f7373  5    0000001e  csrrci x6, 0x305, 30
 1783  341fea73  5    0000001f  csrrsi x20, 0x341, 31
 1784  342ff773  5    0000001f  csrrci x14, 0x342, 31
 1785  000fdc73  5    0000001f  csrrwi x24, 0x000, 31
 1786  04558ed6  6    00000000  reserved sel=6, random word
 1787  df7893bd  6    00000000  reserved sel=6, random word
 1788  2db54f9e  6    00000000  reserved sel=6, random word
 1789  f703a354  6    00000000  reserved sel=6, random word
 1790  81ed5c34  6    00000000  reserved sel=6, random word
 1791  61caf4a2  6    00000000  reserved sel=6, random word
 1792  9662837b  6    00000000  reserved sel=6, random word
 1793  58844a80  6    00000000  reserved sel=6, random word
 1794  aec8cb8a  6    00000000  reserved sel=6, random word
 1795  e1789f3f  6    00000000  reserved sel=6, random word
 1796  b23b437b  6    00000000  reserved sel=6, random word
 1797  44c8eee0  6    00000000  reserved sel=6, random word
 1798  18be668e  6    00000000  reserved sel=6, random word
 1799  ba7a8574  6    00000000  reserved sel=6, random word
 1800  83d490d9  6    00000000  reserved sel=6, random word
 1801  61d5eaa5  6    00000000  reserved sel=6, random word
 1802  2e71ab4f  6    00000000  reserved sel=6, random word
 1803  bda05b9b  6    00000000  reserved sel=6, random word
 1804  1fb3328b  6    00000000  reserved sel=6, random word
 1805  43ae84a0  6    00000000  reserved sel=6, random word
 1806  c03469f6  6    00000000  reserved sel=6, random word
 1807  bf2ea58b  6    00000000  reserved sel=6, random word
 1808  61de2201  6    00000000  reserved sel=6, random word
 1809  9f6eedcc  6    00000000  reserved sel=6, random word
 1810  5b10458d  6    00000000  reserved sel=6, random word
 1811  00000000  6    00000000  reserved sel=6, corner word
 1812  ffffffff  6    00000000  reserved sel=6, corner word
 1813  80000000  6    00000000  reserved sel=6, corner word
 1814  7fffffff  6    00000000  reserved sel=6, corner word
 1815  deadbeef  6    00000000  reserved sel=6, corner word
 1816  8d6939af  7    00000000  reserved sel=7, random word
 1817  cbd9b7d0  7    00000000  reserved sel=7, random word
 1818  8da3dd80  7    00000000  reserved sel=7, random word
 1819  040aac30  7    00000000  reserved sel=7, random word
 1820  36623d03  7    00000000  reserved sel=7, random word
 1821  ac5127a3  7    00000000  reserved sel=7, random word
 1822  8508dc74  7    00000000  reserved sel=7, random word
 1823  d8b6a144  7    00000000  reserved sel=7, random word
 1824  b93f521b  7    00000000  reserved sel=7, random word
 1825  c4b83a01  7    00000000  reserved sel=7, random word
 1826  9ebecbfb  7    00000000  reserved sel=7, random word
 1827  245ad00b  7    00000000  reserved sel=7, random word
 1828  c0075b68  7    00000000  reserved sel=7, random word
 1829  13dd3069  7    00000000  reserved sel=7, random word
 1830  1cf5b902  7    00000000  reserved sel=7, random word
 1831  3c50a568  7    00000000  reserved sel=7, random word
 1832  d2c6a6db  7    00000000  reserved sel=7, random word
 1833  17d584ac  7    00000000  reserved sel=7, random word
 1834  bb0bd4ae  7    00000000  reserved sel=7, random word
 1835  3c911a82  7    00000000  reserved sel=7, random word
 1836  b8878e2e  7    00000000  reserved sel=7, random word
 1837  e3186bc0  7    00000000  reserved sel=7, random word
 1838  1b019d17  7    00000000  reserved sel=7, random word
 1839  22478ce4  7    00000000  reserved sel=7, random word
 1840  6c4fd7ac  7    00000000  reserved sel=7, random word
 1841  00000000  7    00000000  reserved sel=7, corner word
 1842  ffffffff  7    00000000  reserved sel=7, corner word
 1843  80000000  7    00000000  reserved sel=7, corner word
 1844  7fffffff  7    00000000  reserved sel=7, corner word
 1845  deadbeef  7    00000000  reserved sel=7, corner word
